iso3c,iso2c,country_code,country_name,eu27,un_region_name,un_sub_region_name,un_intermediate_region_name,un_region_clean,un_sub_region_clean,un_intermediate_region_clean,un_developed_or_developing_countries,kingdom,internal_count,regional_count,external_count,unknown_count,total_count,internal_percentage,regional_percentage,external_percentage,is_cbd_party,wb_income_group,is_cbd_party_1,wb_income_group_1,is_ldc,is_sids
MOZ,MZ,MZ,Mozambique,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Animalia,176933,49519,410996,0,637448,27.76,7.77,64.48,True,Low income,True,Low income,True,False
TZA,TZ,TZ,"Tanzania, United Republic of",FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Plantae,58464,7686,568823,0,634973,9.21,1.21,89.58,True,Lower middle income,True,Lower middle income,True,False
CAN,CA,CA,Canada,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Bacteria,829,7059,626879,0,634767,0.13,1.11,98.76,True,High income,True,High income,False,False
,,,,,,,,,,,,Animalia,3585,0,629318,6,632909,0.57,0.0,99.43,,,,,,
GLP,GP,GP,Guadeloupe,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Animalia,0,351759,280759,0,632518,0.0,55.61,44.39,,,,,,
MNG,MN,MN,Mongolia,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Animalia,0,109477,519426,2,628905,0.0,17.41,82.59,True,Upper middle income,True,Upper middle income,False,False
COD,CD,CD,"Congo, the Democratic Republic of the",FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Animalia,20410,11917,591331,0,623658,3.27,1.91,94.82,True,Low income,True,Low income,True,False
BRA,BR,BR,Brazil,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Fungi,238442,64227,316736,1,619406,38.5,10.37,51.14,True,Upper middle income,True,Upper middle income,False,False
PHL,PH,PH,Philippines,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Plantae,3410,11658,600701,0,615769,0.55,1.89,97.55,True,Lower middle income,True,Lower middle income,False,False
SEN,SN,SN,Senegal,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Animalia,12180,4326,598971,1,615478,1.98,0.7,97.32,True,Lower middle income,True,Lower middle income,False,False
SWE,SE,SE,Sweden,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Bacteria,344206,264620,4262,0,613088,56.14,43.16,0.7,True,High income,True,High income,False,False
CHL,CL,CL,Chile,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Plantae,112555,326560,168906,15,608036,18.51,53.71,27.78,True,High income,True,High income,False,False
SJM,SJ,SJ,Svalbard and Jan Mayen,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Bacteria,0,582645,17,19402,602064,0.0,96.77,0.0,,,,,,
CMR,CM,CM,Cameroon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Plantae,66399,73515,460450,0,600364,11.06,12.25,76.7,True,Lower middle income,True,Lower middle income,False,False
NCL,NC,NC,New Caledonia,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Animalia,22531,45894,518347,3,586775,3.84,7.82,88.34,,,,,,
SVK,SK,SK,Slovakia,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Animalia,4593,62683,509022,2,576300,0.8,10.88,88.33,True,High income,True,High income,False,False
CAN,CA,CA,Canada,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Chromista,302756,49936,221041,0,573733,52.77,8.7,38.53,True,High income,True,High income,False,False
BMU,BM,BM,Bermuda,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Animalia,0,551847,9353,0,561200,0.0,98.33,1.67,,,,,,
EGY,EG,EG,Egypt,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Animalia,0,495,560326,2,560823,0.0,0.09,99.91,True,Lower middle income,True,Lower middle income,False,False
GAB,GA,GA,Gabon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Plantae,73379,40277,429558,0,543214,13.51,7.41,79.08,True,Upper middle income,True,Upper middle income,False,False
TUR,TR,TR,Turkey,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Plantae,0,1854,539454,145,541453,0.0,0.34,99.63,True,Upper middle income,True,Upper middle income,False,False
GBR,GB,GB,United Kingdom,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Bacteria,487211,6233,45025,0,538469,90.48,1.16,8.36,True,High income,True,High income,False,False
AFG,AF,AF,Afghanistan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Plantae,0,149,533905,0,534054,0.0,0.03,99.97,True,Low income,True,Low income,True,False
CHE,CH,CH,Switzerland,FALSE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Bacteria,1,531969,466,0,532436,0.0,99.91,0.09,True,High income,True,High income,False,False
BTN,BT,BT,Bhutan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Animalia,2322,376,525741,0,528439,0.44,0.07,99.49,True,Lower middle income,True,Lower middle income,False,False
ITA,IT,IT,Italy,TRUE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Fungi,105090,347397,72560,12,525059,20.01,66.16,13.82,True,High income,True,High income,False,False
ISL,IS,IS,Iceland,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Plantae,417108,58958,33901,0,509967,81.79,11.56,6.65,True,High income,True,High income,False,False
SUR,SR,SR,Suriname,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Animalia,23922,262475,213646,0,500043,4.78,52.49,42.73,True,Upper middle income,True,Upper middle income,False,True
REU,RE,RE,Reunion,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Plantae,0,2414,496302,0,498716,0.0,0.48,99.52,,,,,,
JPN,JP,JP,Japan,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developed,Chromista,365604,14,125757,0,491375,74.4,0.0,25.59,True,High income,True,High income,False,False
BEL,BE,BE,Belgium,TRUE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Chromista,393382,95536,477,0,489395,80.38,19.52,0.1,True,High income,True,High income,False,False
PAN,PA,PA,Panama,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Plantae,20,433885,49039,0,482944,0.0,89.84,10.15,True,High income,True,High income,False,False
CYP,CY,CY,Cyprus,TRUE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Animalia,0,603,476881,3,477487,0.0,0.13,99.87,True,High income,True,High income,False,False
IMN,IM,IM,Isle of Man,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Plantae,451372,14149,3302,0,468823,96.28,3.02,0.7,,,,,,
OMN,OM,OM,Oman,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Animalia,0,454,461261,0,461715,0.0,0.1,99.9,True,High income,True,High income,False,False
PAK,PK,PK,Pakistan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Animalia,176,2177,457467,1,459821,0.04,0.47,99.49,True,Lower middle income,True,Lower middle income,False,False
GBR,GB,GB,United Kingdom,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,incertae sedis,436848,9433,8822,0,455103,95.99,2.07,1.94,True,High income,True,High income,False,False
SVN,SI,SI,Slovenia,TRUE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Animalia,10449,104040,337212,6,451707,2.31,23.03,74.65,True,High income,True,High income,False,False
KOR,KR,KR,"Korea, Republic of",FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developed,incertae sedis,442017,247,9166,0,451430,97.91,0.05,2.03,True,High income,True,High income,False,False
